# Injured,# Killed,Address,City Or County,Incident Date,Incident ID,Operations,State,Full Address,Latitude,Longitude
4,0,201 Maine St,Vallejo,2018-04-09,,,California,"201 Maine St Vallejo, California",38.098153,-122.257536
3,1,247 1st Ave NW,Hickory,2018-04-08,,,North Carolina,"247 1st Ave NW Hickory, North Carolina",35.7330408,-81.3413595
2,2,1300 block of NW 63rd Terrace,Miami,2018-04-08,,,Florida,"1300 block of NW 63rd Terrace Miami, Florida",25.8336233,-80.2187766
4,0,6100 block of Transylvania Ave,Jacksonville,2018-04-06,,,Florida,"6100 block of Transylvania Ave Jacksonville, Florida",30.2491221,-81.7412227
3,1,5800 block of Pickering St,Virginia Beach,2018-04-06,,,Virginia,"5800 block of Pickering St Virginia Beach, Virginia",36.8585864,-76.1778641
2,2,3300 Garden Oaks Drive,New Orleans,2018-04-04,,,Louisiana,"3300 Garden Oaks Drive New Orleans, Louisiana",29.9218287,-90.0220087
3,1,8500 block of Redcliff Rd,Houston,2018-04-02,,,Texas,"8500 block of Redcliff Rd Houston, Texas",29.9040315,-95.5223951
4,1,3556 Halls Mill Rd,Mobile,2018-04-01,,,Alabama,"3556 Halls Mill Rd Mobile, Alabama",30.6387232,-88.12284679999999
5,0,600 block of Yale St,Saginaw,2018-04-01,,,Michigan,"600 block of Yale St Saginaw, Michigan",43.4191787,-83.9818929
5,0,Atlantic Ave and Monmouth Ave,Asbury Park,2018-03-31,,,New Jersey,"Atlantic Ave and Monmouth Ave Asbury Park, New Jersey",40.2164486,-74.0187318
3,1,7401 Alma Dr,Plano,2018-03-29,,,Texas,"7401 Alma Dr Plano, Texas",33.0766655,-96.7123172
4,0,Kaighn Ave and Haddon Ave,Camden,2018-03-29,,,New Jersey,"Kaighn Ave and Haddon Ave Camden, New Jersey",39.9320891,-75.10271949999999
4,0,3180 South 5600 West,Salt Lake City (West Valley City),2018-03-24,,,Utah,"3180 South 5600 West Salt Lake City (West Valley City), Utah",40.7022239,-112.0258499
5,1,949 Geneva Ave,San Francisco,2018-03-21,,,California,"949 Geneva Ave San Francisco, California",37.7162671,-122.4403103
7,0,2928 W Kentucky St,Louisville,2018-03-17,,,Kentucky,"2928 W Kentucky St Louisville, Kentucky",38.2436435,-85.8023972
4,0,16700 S Halsted St,Harvey,2018-03-17,,,Illinois,"16700 S Halsted St Harvey, Illinois",41.5867713,-87.63718469999999
4,0,South Blvd,Macclenny,2018-03-13,,,Florida,"South Blvd Macclenny, Florida",30.2779977,-82.1133356
4,0,2000 block of Robertson Rd,Modesto,2018-03-12,,,California,"2000 block of Robertson Rd Modesto, California",37.6130272,-121.0234645
3,1,700 block of N Hickory St,Champaign,2018-03-11,,,Illinois,"700 block of N Hickory St Champaign, Illinois",40.117484,-88.1973331
6,0,800 block of E Dayton St,South Bend,2018-03-11,,,Indiana,"800 block of E Dayton St South Bend, Indiana",41.6559621,-86.2392471
4,1,Cumberland Ave and Hess St,Saginaw,2018-03-11,,,Michigan,"Cumberland Ave and Hess St Saginaw, Michigan",43.4003423,-83.9092369
1,3,1300 E Caswell St,Wadesboro,2018-03-09,,,North Carolina,"1300 E Caswell St Wadesboro, North Carolina",34.9626681,-80.0531649
2,2,531 Main Street,Hurtsboro,2018-03-07,,,Alabama,"531 Main Street Hurtsboro, Alabama",32.2405078,-85.4147643
4,1,400 Howard Ave,Rockford,2018-03-04,,,Illinois,"400 Howard Ave Rockford, Illinois",42.2733933,-89.1226589
4,0,1300 Block of NW 62nd Ln,Miami,2018-03-03,,,Florida,"1300 Block of NW 62nd Ln Miami, Florida",25.8324607,-80.2187015
3,1,Kings Highway and Utica Avenue,Brooklyn,2018-03-03,,,New York,"Kings Highway and Utica Avenue Brooklyn, New York",40.6340822,-73.9285005
4,0,1306 Stratford Ave,Bridgeport,2018-02-27,,,Connecticut,"1306 Stratford Ave Bridgeport, Connecticut",41.1785532,-73.1647334
0,5,22700 Fenkell Ave,Detroit,2018-02-26,,,Michigan,"22700 Fenkell Ave Detroit, Michigan",42.400467,-83.265857
3,1,W 23rd St,Palm Beach Gardens (Riviera Beach),2018-02-23,,,Florida,"W 23rd St Palm Beach Gardens (Riviera Beach), Florida",26.7818358,-80.0768538
5,0,2893 Cinema Ridge,San Antonio,2018-02-18,,,Texas,"2893 Cinema Ridge San Antonio, Texas",29.4632441,-98.6204053
7,1,1615 Minnesota,Kansas City,2018-02-17,,,Kansas,"1615 Minnesota Kansas City, Kansas",39.1153051,-94.6477391
5,0,3188 N Watkins Ave,Memphis,2018-02-17,,,Tennessee,"3188 N Watkins Ave Memphis, Tennessee",35.2127003,-90.0031329
3,1,1700 block of SW 15,Oklahoma City,2018-02-16,,,Oklahoma,"1700 block of SW 15 Oklahoma City, Oklahoma",35.4494428,-97.54403980000001
17,17,5901 Pine Island Rd,Pompano Beach (Parkland),2018-02-14,,,Florida,"5901 Pine Island Rd Pompano Beach (Parkland), Florida",26.304503,-80.26945700000002
3,2,5400 block of Andry St,New Orleans,2018-02-13,,,Louisiana,"5400 block of Andry St New Orleans, Louisiana",29.9665222,-90.0169389
3,4,19432 Lamont St,Detroit,2018-02-11,,,Michigan,"19432 Lamont St Detroit, Michigan",42.4377773,-83.0548264
0,5,413 Mill St,Paintsville,2018-02-10,,,Kentucky,"413 Mill St Paintsville, Kentucky",37.8162113,-82.81063960000002
3,3,I-95 and Lantana Ave,Lake Worth (Lantana),2018-02-07,,,Florida,"I-95 and Lantana Ave Lake Worth (Lantana), Florida",26.5854106,-80.07081459999999
4,2,4225 Galley Rd,Colorado Springs,2018-02-05,,,Colorado,"4225 Galley Rd Colorado Springs, Colorado",38.8464667,-104.7501
5,1,11321 Broadway Ave,Cleveland (Garfield Heights),2018-02-03,,,Ohio,"11321 Broadway Ave Cleveland (Garfield Heights), Ohio",41.4335949,-81.6050264
4,0,Goodfellow Blvd and Dr Martin Luther King Dr,Saint Louis,2018-01-31,,,Missouri,"Goodfellow Blvd and Dr Martin Luther King Dr Saint Louis, Missouri",38.6720756,-90.2793779
0,4,123 S 3rd St,Reading,2018-01-28,,,Pennsylvania,"123 S 3rd St Reading, Pennsylvania",40.3330622,-75.9316492
0,5,1301 Indian Creek Valley Rd,Melcroft,2018-01-28,,,Pennsylvania,"1301 Indian Creek Valley Rd Melcroft, Pennsylvania",40.0520845,-79.3889
3,2,1313 N Sherman Dr,Indianapolis,2018-01-28,,,Indiana,"1313 N Sherman Dr Indianapolis, Indiana",39.7851444,-86.10182979999999
5,0,243 East 119th St,Los Angeles,2018-01-27,,,California,"243 East 119th St Los Angeles, California",33.924875,-118.2702264
4,0,645 Pearl Street,Bowling Green,2018-01-27,,,Kentucky,"645 Pearl Street Bowling Green, Kentucky",37.0105025,-86.45094999999999
4,0,1600 block of Kenilworth Ave NE,Washington,2018-01-25,,,District of Columbia,"1600 block of Kenilworth Ave NE Washington, District of Columbia",38.9115996,-76.93520529999999
4,0,N 24th St and Ridge Ave,Philadelphia,2018-01-23,,,Pennsylvania,"N 24th St and Ridge Ave Philadelphia, Pennsylvania",39.9816628,-75.1739
14,2,416 High School Rd,Benton,2018-01-23,,,Kentucky,"416 High School Rd Benton, Kentucky",36.9128027,-88.3327633
4,0,3101 Willow Bend Blvd,Orlando,2018-01-21,,,Florida,"3101 Willow Bend Blvd Orlando, Florida",28.582257,-81.4441609
4,0,3200 W Division St,Chicago,2018-01-21,,,Illinois,"3200 W Division St Chicago, Illinois",41.90283410000001,-87.7069192
3,1,2000 block of 16th St SE,Washington,2018-01-17,,,District of Columbia,"2000 block of 16th St SE Washington, District of Columbia",38.8653278,-76.982177
5,0,14223 NW 156th Pl,Alachua,2018-01-15,,,Florida,"14223 NW 156th Pl Alachua, Florida",29.7984938,-82.4971302
4,1,809 Mesopotamia St,Eutaw,2018-01-14,,,Alabama,"809 Mesopotamia St Eutaw, Alabama",32.850597,-87.9024882
4,0,101 Westchester Dr,Madison,2018-01-14,,,Alabama,"101 Westchester Dr Madison, Alabama",34.6741315,-86.7597356
2,3,2614 Jenkins Ct,Nashville,2018-01-12,,,Tennessee,"2614 Jenkins Ct Nashville, Tennessee",36.1820035,-86.82044549999999
2,2,St Robert Outer Road and Houston Road,Saint Robert (St Robert),2018-01-11,,,Missouri,"St Robert Outer Road and Houston Road Saint Robert (St Robert), Missouri",37.831855,-92.1035309
5,1,US-29,Union Springs,2018-01-07,,,Alabama,"US-29 Union Springs, Alabama",32.1443156,-85.71344769999999
4,0,5225 W Broward Blvd,Plantation,2018-01-07,,,Florida,"5225 W Broward Blvd Plantation, Florida",26.1219053,-80.2188382
6,0,6168 US 49,Hattiesburg,2018-01-05,,,Mississippi,"6168 US 49 Hattiesburg, Mississippi",31.3268935,-89.3285078
3,1,615 W 6th St,Brinkley,2018-01-04,,,Arkansas,"615 W 6th St Brinkley, Arkansas",34.9037321,-91.19886220000001
3,1,2025 Sparkman Dr NW,Huntsville,2018-01-01,,,Alabama,"2025 Sparkman Dr NW Huntsville, Alabama",34.7628076,-86.59455670000001
6,2,3404 E County Line Rd,Littleton (Highlands Ranch),2017-12-31,,,Colorado,"3404 E County Line Rd Littleton (Highlands Ranch), Colorado",39.565072,-104.9489791
4,0,2335 Howard St,Chicago,2017-12-31,,,Illinois,"2335 Howard St Chicago, Illinois",42.019447,-87.6890913
0,4,635 Wall St,Long Branch,2017-12-31,,,New Jersey,"635 Wall St Long Branch, New Jersey",40.292499,-74.0031348
2,2,3750 E Bonanza Rd,Las Vegas,2017-12-27,,,Nevada,"3750 E Bonanza Rd Las Vegas, Nevada",36.175356,-115.094234
5,0,NW 18th Ave and 86th Ter,Miami,2017-12-26,,,Florida,"NW 18th Ave and 86th Ter Miami, Florida",25.8532542,-80.2276661
5,0,1111 Mulberry Street,Vicksburg,2017-12-24,,,Mississippi,"1111 Mulberry Street Vicksburg, Mississippi",32.3516972,-90.88286889999999
4,1,100 block of Chapman St,Troy,2017-12-24,,,Alabama,"100 block of Chapman St Troy, Alabama",31.8090063,-85.96004359999999
3,1,100 block of City Avenue,Eunice,2017-12-23,,,Louisiana,"100 block of City Avenue Eunice, Louisiana",30.4844007,-92.4041013
4,0,3rd Ave N and 9th St N,Birmingham,2017-12-23,,,Alabama,"3rd Ave N and 9th St N Birmingham, Alabama",33.509112,-86.822006
3,1,6600 block of Dorel St,Philadelphia,2017-12-21,,,Pennsylvania,"6600 block of Dorel St Philadelphia, Pennsylvania",39.9180218,-75.227874
4,0,1500 block of N University Avenue,Lafayette,2017-12-21,,,Louisiana,"1500 block of N University Avenue Lafayette, Louisiana",30.24931389999999,-92.03472389999999
4,0,Ferguson Rd,Mc Cool (Mccool),2017-12-16,,,Mississippi,"Ferguson Rd Mc Cool (Mccool), Mississippi",32.3546679,-89.3985283
5,0,13041 Jouett Street,Pacoima,2017-12-15,,,California,"13041 Jouett Street Pacoima, California",34.265919,-118.4172002
3,1,200 block of E Barthman Ave,Columbus,2017-12-13,,,Ohio,"200 block of E Barthman Ave Columbus, Ohio",39.9240933,-82.98999769999999
4,0,17th and Gallagher Streets,Louisville,2017-12-12,,,Kentucky,"17th and Gallagher Streets Louisville, Kentucky",38.2389339,-85.7836121
4,0,1301 Rivercrest Ln,Garland,2017-12-12,,,Texas,"1301 Rivercrest Ln Garland, Texas",32.924382,-96.6059777
4,0,Proctor St,Boston,2017-12-09,,,Massachusetts,"Proctor St Boston, Massachusetts",42.3269401,-71.0691617
4,0,4620 N Broadway,Chicago,2017-12-06,,,Illinois,"4620 N Broadway Chicago, Illinois",41.9658331,-87.6579306
2,2,7200 block of Everton St,Pittsburgh,2017-12-04,,,Pennsylvania,"7200 block of Everton St Pittsburgh, Pennsylvania",40.4631804,-79.89336469999999
3,1,656 Marshall Ave,Memphis,2017-12-03,,,Tennessee,"656 Marshall Ave Memphis, Tennessee",35.1402364,-90.0388881
4,0,5200 Woodward Avenue,Detroit,2017-12-02,,,Michigan,"5200 Woodward Avenue Detroit, Michigan",42.3594422,-83.0643655
4,1,11000 block of Gunston,Detroit,2017-11-30,,,Michigan,"11000 block of Gunston Detroit, Michigan",42.4080933,-82.9936178
6,1,119 Martin Street,Brookhaven,2017-11-24,,,Mississippi,"119 Martin Street Brookhaven, Mississippi",31.5738871,-90.4441907
5,1,11618 Buckeye Rd,Cleveland,2017-11-24,,,Ohio,"11618 Buckeye Rd Cleveland, Ohio",41.4807147,-81.60217770000001
4,0,3600 block of Emerson Avenue North,Minneapolis,2017-11-18,,,Minnesota,"3600 block of Emerson Avenue North Minneapolis, Minnesota",45.020489,-93.29396799999999
4,0,900 Block of Mississippi St,New Iberia,2017-11-17,,,Louisiana,"900 Block of Mississippi St New Iberia, Louisiana",30.0113292,-91.84125159999999
7,0,1400 block of 15th Street,Columbus,2017-11-16,,,Georgia,"1400 block of 15th Street Columbus, Georgia",32.4741814,-84.97139179999999
12,6,17357 Stagecoach Rd,Corning,2017-11-14,,,California,"17357 Stagecoach Rd Corning, California",40.0187478,-122.3930903
2,2,900 Block of View Dr,Richmond,2017-11-14,,,California,"900 Block of View Dr Richmond, California",37.977882,-122.313528
7,0,4601 Melton Rd,Gary,2017-11-12,,,Indiana,"4601 Melton Rd Gary, Indiana",41.5949857,-87.2812842
5,0,S Calvin Ave,Fresno,2017-11-12,,,California,"S Calvin Ave Fresno, California",36.681821,-119.7342994
2,2,50 Lower Alabama St,Atlanta,2017-11-12,,,Georgia,"50 Lower Alabama St Atlanta, Georgia",33.751539,-84.38986589999999
3,1,2532 Martin Luther King Jr Blvd,Dallas,2017-11-11,,,Texas,"2532 Martin Luther King Jr Blvd Dallas, Texas",32.7666882,-96.77068299999999
5,1,Forstall Street and Burgundy Street,New Orleans,2017-11-11,,,Louisiana,"Forstall Street and Burgundy Street New Orleans, Louisiana",29.9602617,-90.02212089999999
5,1,2835 Bragg Blvd,Fayetteville,2017-11-11,,,North Carolina,"2835 Bragg Blvd Fayetteville, North Carolina",35.0736788,-78.9278076
4,0,193 Olive Rd,Dayton (Trotwood),2017-11-10,,,Ohio,"193 Olive Rd Dayton (Trotwood), Ohio",39.7492184,-84.2925357
4,0,1800 block of Ringgold,Philadelphia,2017-11-09,,,Pennsylvania,"1800 block of Ringgold Philadelphia, Pennsylvania",39.9301445,-75.1859671
20,27,216 4th St,Sutherland Springs,2017-11-05,,,Texas,"216 4th St Sutherland Springs, Texas",29.2732182,-98.05634289999999
4,0,N Lamar Blvd and Masterson Pass,Austin,2017-11-04,,,Texas,"N Lamar Blvd and Masterson Pass Austin, Texas",30.37121,-97.6924185
4,0,2810 Market St,Youngstown,2017-11-04,,,Ohio,"2810 Market St Youngstown, Ohio",41.0710585,-80.6582258
3,1,1515 Ocean Avenue,Santa Monica,2017-11-04,,,California,"1515 Ocean Avenue Santa Monica, California",34.0125175,-118.4954743
4,0,10th Ave S and E 24th St,Minneapolis,2017-11-03,,,Minnesota,"10th Ave S and E 24th St Minneapolis, Minnesota",44.9591262,-93.2600279
4,0,E 163rd St and S Main St,Gardena,2017-11-03,,,California,"E 163rd St and S Main St Gardena, California",33.88386750000001,-118.275879
4,0,147 Roosevelt Ave,Buffalo,2017-11-03,,,New York,"147 Roosevelt Ave Buffalo, New York",42.9336703,-78.8079851
4,1,27600 block of Mirmar Street,Lacombe,2017-11-03,,,Louisiana,"27600 block of Mirmar Street Lacombe, Louisiana",30.3098371,-89.9421959
3,1,5500 block of Ave F,Austin,2017-10-29,,,Texas,"5500 block of Ave F Austin, Texas",30.3200348,-97.7198499
4,0,1327 N Huron St,Toledo,2017-10-28,,,Ohio,"1327 N Huron St Toledo, Ohio",41.6618289,-83.5220337
3,1,N Sycamore St and Franklin,Petersburg,2017-10-28,,,Virginia,"N Sycamore St and Franklin Petersburg, Virginia",37.2285381,-77.4035777
6,0,1716 Prentice St,Louisville,2017-10-27,,,Kentucky,"1716 Prentice St Louisville, Kentucky",38.2406851,-85.7842151
4,0,1100 block of Fillmore,San Francisco,2017-10-27,,,California,"1100 block of Fillmore San Francisco, California",37.7798868,-122.4317277
3,2,13000 block of Anchor Village,Clearlake Oaks,2017-10-23,,,California,"13000 block of Anchor Village Clearlake Oaks, California",39.0242052,-122.6610864
4,0,Wethersfield Avenue and Elliott Street,Hartford,2017-10-22,,,Connecticut,"Wethersfield Avenue and Elliott Street Hartford, Connecticut",41.7464242,-72.673327
7,2,1606 19th St Sw,Lanett,2017-10-22,,,Alabama,"1606 19th St Sw Lanett, Alabama",32.8439199,-85.2437375
4,0,164 E Eubanks St,Jacksonville,2017-10-21,,,Florida,"164 E Eubanks St Jacksonville, Florida",30.4847121,-81.6223352
4,0,1277 12th Ave S,Nashville,2017-10-21,,,Tennessee,"1277 12th Ave S Nashville, Tennessee",36.14142700000001,-86.78853
4,0,1200 block of W Carlas Ln,Chester,2017-10-21,,,Pennsylvania,"1200 block of W Carlas Ln Chester, Pennsylvania",39.8470906,-75.3826072
4,0,400 Block of E Nordica St,Tampa,2017-10-21,,,Florida,"400 Block of E Nordica St Tampa, Florida",27.9781718,-82.45660769999999
3,3,2111 Emmorton Park Rd,Edgewood,2017-10-18,,,Maryland,"2111 Emmorton Park Rd Edgewood, Maryland",39.4520375,-76.3099044
4,0,181 Martense St,Brooklyn,2017-10-17,,,New York,"181 Martense St Brooklyn, New York",40.6516373,-73.9528732
3,1,5th Street,Meridian,2017-10-16,,,Mississippi,"5th Street Meridian, Mississippi",32.3610284,-88.71413340000001
2,2,6233 Gulfton St,Houston,2017-10-15,,,Texas,"6233 Gulfton St Houston, Texas",29.7159758,-95.4915044
3,1,107th Ave and Camelback Rd,Phoenix,2017-10-15,,,Arizona,"107th Ave and Camelback Rd Phoenix, Arizona",33.5081755,-112.2900132
2,2,6 Asbury Ct,Aliso Viejo,2017-10-12,,,California,"6 Asbury Ct Aliso Viejo, California",33.5675062,-117.7357567
0,4,15497 SR 93,Pedro,2017-10-11,,,Ohio,"15497 SR 93 Pedro, Ohio",38.7082949,-82.6423305
4,0,25th St and Treat Ave,San Francisco,2017-10-10,,,California,"25th St and Treat Ave San Francisco, California",37.7509769,-122.4128627
5,0,3352 Old Spanish Trail,Houston,2017-10-09,,,Texas,"3352 Old Spanish Trail Houston, Texas",29.7011907,-95.372159
4,0,87th Ave and Thomas Rd,Phoenix,2017-10-07,,,Arizona,"87th Ave and Thomas Rd Phoenix, Arizona",33.479751,-112.2464783
5,0,8000 block of S Marshfield,Chicago,2017-10-06,,,Illinois,"8000 block of S Marshfield Chicago, Illinois",41.748351,-87.6649489
0,4,400 block of W 13th Street,Casa Grande,2017-10-05,,,Arizona,"400 block of W 13th Street Casa Grande, Arizona",32.885415,-111.757291
4,0,2051 NW 65th St,Miami,2017-10-03,,,Florida,"2051 NW 65th St Miami, Florida",25.8338798,-80.23101489999999
2,3,1000 block of Massachusetts St,Lawrence,2017-10-01,,,Kansas,"1000 block of Massachusetts St Lawrence, Kansas",38.9654625,-95.235711
441,59,3950 Las Vegas Blvd S,Las Vegas,2017-10-01,,,Nevada,"3950 Las Vegas Blvd S Las Vegas, Nevada",36.0933917,-115.1763365
3,1,800 block of Kerr Avenue,Memphis,2017-09-30,,,Tennessee,"800 block of Kerr Avenue Memphis, Tennessee",35.1071634,-90.0358906
3,1,2001 N Rocheblave St,New Orleans,2017-09-28,,,Louisiana,"2001 N Rocheblave St New Orleans, Louisiana",29.9814899,-90.0647868
3,1,100 block of Pastorius St,Philadelphia,2017-09-26,,,Pennsylvania,"100 block of Pastorius St Philadelphia, Pennsylvania",40.043327,-75.177497
4,0,2531 Chelsea Ave,Memphis,2017-09-26,,,Tennessee,"2531 Chelsea Ave Memphis, Tennessee",35.1741999,-89.9727606
2,2,3200 block of Lyndale Ave,Baltimore,2017-09-26,,,Maryland,"3200 block of Lyndale Ave Baltimore, Maryland",39.31661,-76.578385
4,0,500 block of E. Patapsco Avenue,Baltimore,2017-09-24,,,Maryland,"500 block of E. Patapsco Avenue Baltimore, Maryland",39.2368193,-76.6039184
8,1,3890 Pin Hook Rd,Antioch,2017-09-24,,,Tennessee,"3890 Pin Hook Rd Antioch, Tennessee",36.0468068,-86.58308
4,0,1226 E Fayette St,Syracuse,2017-09-24,,,New York,"1226 E Fayette St Syracuse, New York",43.0481311,-76.1304325
3,1,6000 block of Hoover Dr,Mays Landing,2017-09-24,,,New Jersey,"6000 block of Hoover Dr Mays Landing, New Jersey",39.4511646,-74.7662728
4,1,818 Real Rd,Bakersfield,2017-09-23,,,California,"818 Real Rd Bakersfield, California",35.3657935,-119.0432433
5,0,Seminary St and Jackson St,Danville,2017-09-23,,,Illinois,"Seminary St and Jackson St Danville, Illinois",40.1303411,-87.62727749999999
2,2,1164 Albany Ave,Hartford,2017-09-23,,,Connecticut,"1164 Albany Ave Hartford, Connecticut",41.7821945,-72.6958082
5,0,4300 block of 23rd Ct,Gary,2017-09-20,,,Indiana,"4300 block of 23rd Ct Gary, Indiana",41.5756159,-87.39070559999999
3,1,5000 block of Stanton Street,Detroit,2017-09-17,,,Michigan,"5000 block of Stanton Street Detroit, Michigan",42.3497679,-83.0905192
4,1,300 Mistletoe St,Petersburg,2017-09-17,,,Virginia,"300 Mistletoe St Petersburg, Virginia",37.2167361,-77.4049063
8,0,920 Lady Street,Columbia,2017-09-16,,,South Carolina,"920 Lady Street Columbia, South Carolina",34.0013022,-81.0376867
5,1,1000 block of Morehead St,Memphis,2017-09-13,,,Tennessee,"1000 block of Morehead St Memphis, Tennessee",35.1680474,-90.02512109999999
3,1,14626 S Jackson Rd,Rockford,2017-09-13,,,Washington,"14626 S Jackson Rd Rockford, Washington",47.519534,-117.1966959
4,0,400 block of S Duke St,York,2017-09-13,,,Pennsylvania,"400 block of S Duke St York, Pennsylvania",39.95736,-76.722985
4,0,3100 block of N 2nd St,Philadelphia,2017-09-13,,,Pennsylvania,"3100 block of N 2nd St Philadelphia, Pennsylvania",39.9973235,-75.1332171
1,9,1712 West Spring Creek Parkway,Plano,2017-09-10,,,Texas,"1712 West Spring Creek Parkway Plano, Texas",33.0565114,-96.7275947
3,1,2101 N Claiborne Ave,New Orleans,2017-09-10,,,Louisiana,"2101 N Claiborne Ave New Orleans, Louisiana",29.9736728,-90.0583789
4,0,Kings Bend Road,Selma,2017-09-09,,,Alabama,"Kings Bend Road Selma, Alabama",32.3944732,-87.02871499999999
4,0,2700 block of Madison,Chicago,2017-09-06,,,Illinois,"2700 block of Madison Chicago, Illinois",41.8813699,-87.694119
4,0,1000 block of Bellwood Ave,Bellwood,2017-09-04,,,Illinois,"1000 block of Bellwood Ave Bellwood, Illinois",41.8741981,-87.87827680000001
3,2,10100 block of S Firmona Ave,Inglewood,2017-09-03,,,California,"10100 block of S Firmona Ave Inglewood, California",33.9443865,-118.3566749
4,0,8008 Watterson Trl,Louisville,2017-09-02,,,Kentucky,"8008 Watterson Trl Louisville, Kentucky",38.180619,-85.621938
3,1,8300 block of S Hermitage,Chicago,2017-09-02,,,Illinois,"8300 block of S Hermitage Chicago, Illinois",41.74276,-87.66709039999999
4,2,701 N Main St,Clovis,2017-08-28,,,New Mexico,"701 N Main St Clovis, New Mexico",34.4051816,-103.2044978
4,1,7760 24th St,Sacramento,2017-08-27,,,California,"7760 24th St Sacramento, California",38.47505,-121.481512
3,1,1127 Chestnut St,Evansville,2017-08-27,,,Indiana,"1127 Chestnut St Evansville, Indiana",37.973151,-87.5601723
4,0,1600 NE 8th Ave,Gainesville,2017-08-25,,,Florida,"1600 NE 8th Ave Gainesville, Florida",29.6592262,-82.3046371
0,4,10400 block of Balmoral Dr,Saint Louis,2017-08-24,,,Missouri,"10400 block of Balmoral Dr Saint Louis, Missouri",38.754081,-90.20107329999999
4,0,300 block of N Central Ave,Chicago,2017-08-22,,,Illinois,"300 block of N Central Ave Chicago, Illinois",41.885933,-87.76546499999999
4,0,Fabyan Place,Newark,2017-08-21,,,New Jersey,"Fabyan Place Newark, New Jersey",40.7154353,-74.2220987
0,4,980 Fishing Creek Rd,Whitakers,2017-08-21,,,North Carolina,"980 Fishing Creek Rd Whitakers, North Carolina",36.1694133,-77.8287545
3,1,700 block of S 19th St,Newark,2017-08-21,,,New Jersey,"700 block of S 19th St Newark, New Jersey",40.7324223,-74.2122213
3,1,Cottage Avenue and Park Heights Avenue,Baltimore,2017-08-21,,,Maryland,"Cottage Avenue and Park Heights Avenue Baltimore, Maryland",39.32733710000001,-76.657371
4,0,262 Decatur St,Memphis,2017-08-21,,,Tennessee,"262 Decatur St Memphis, Tennessee",35.1471791,-90.0259271
4,0,100th St and Ave M,Brooklyn,2017-08-20,,,New York,"100th St and Ave M Brooklyn, New York",40.6386248,-73.8910495
5,2,11901 S Loomis St,Chicago,2017-08-20,,,Illinois,"11901 S Loomis St Chicago, Illinois",41.6768437,-87.6560016
4,1,11143 Superior Ave,Cleveland,2017-08-19,,,Ohio,"11143 Superior Ave Cleveland, Ohio",41.5226451,-81.6075922
4,0,Merritt Ave and 15th St,Wyandanch,2017-08-16,,,New York,"Merritt Ave and 15th St Wyandanch, New York",40.754364,-73.36126
2,2,Morrison St and Klump Ave,North Hollywood,2017-08-14,,,California,"Morrison St and Klump Ave North Hollywood, California",34.160824,-118.3757613
5,0,39th St and Melon St,Philadelphia,2017-08-13,,,Pennsylvania,"39th St and Melon St Philadelphia, Pennsylvania",39.9648942,-75.1999605
4,0,4000 Block of Martin Luther King Jr Blvd,Sacramento,2017-08-13,,,California,"4000 Block of Martin Luther King Jr Blvd Sacramento, California",38.5383643,-121.4650338
4,0,8700 block of Quay Rd,Suffolk,2017-08-13,,,Virginia,"8700 block of Quay Rd Suffolk, Virginia",36.6525486,-76.83946010000001
3,1,12310 Bellefontaine Rd,Saint Louis,2017-08-12,,,Missouri,"12310 Bellefontaine Rd Saint Louis, Missouri",38.7965779,-90.21235399999999
6,1,1 block of East 37th St,Chicago,2017-08-08,,,Illinois,"1 block of East 37th St Chicago, Illinois",41.8273618,-87.626407
6,0,Wickham Ave,Bronx,2017-08-06,,,New York,"Wickham Ave Bronx, New York",40.8690765,-73.8373749
4,0,Unionport Rd,Bronx,2017-08-06,,,New York,"Unionport Rd Bronx, New York",40.8412549,-73.8634034
7,0,1000 block of 106th Avenue,Oakland,2017-08-06,,,California,"1000 block of 106th Avenue Oakland, California",37.735796,-122.1720107
4,0,900 block of Brook Road,Lakewood,2017-08-05,,,New Jersey,"900 block of Brook Road Lakewood, New Jersey",40.1012059,-74.18904429999999
3,1,300 block of Ellis St,Allendale,2017-08-05,,,South Carolina,"300 block of Ellis St Allendale, South Carolina",33.0020886,-81.2960586
3,1,1939 W Tennessee St,Tallahassee,2017-08-05,,,Florida,"1939 W Tennessee St Tallahassee, Florida",30.448443,-84.3161753
2,3,200 block of North Helen Street,Lodge Grass,2017-08-04,,,Montana,"200 block of North Helen Street Lodge Grass, Montana",45.31156240000001,-107.3650843
3,1,3426 18th St NE,Washington,2017-08-03,,,District of Columbia,"3426 18th St NE Washington, District of Columbia",38.9327371,-76.9800126
4,0,900 block of N Broadway,Baltimore,2017-08-02,,,Maryland,"900 block of N Broadway Baltimore, Maryland",39.3005881,-76.5947539
4,0,800 block of N Monticello Ave,Chicago,2017-08-01,,,Illinois,"800 block of N Monticello Ave Chicago, Illinois",41.8954421,-87.71752339999999
6,0,8000 Block of Lateral C Rd,Toppenish,2017-08-01,,,Washington,"8000 Block of Lateral C Rd Toppenish, Washington",46.36072,-120.5230681
7,0,Mariposa St and A St,Fresno,2017-08-01,,,California,"Mariposa St and A St Fresno, California",36.7278197,-119.8011313
4,0,Jasper St and Main St,Decatur,2017-07-31,,,Illinois,"Jasper St and Main St Decatur, Illinois",39.84177,-88.9404161
5,1,1500 block of Azalea Garden Rd,Norfolk,2017-07-30,,,Virginia,"1500 block of Azalea Garden Rd Norfolk, Virginia",36.8671762,-76.2345381
